Filename,Buggy/Deleted,Fixed/Added
JavassistCompilerStrategy.java,compiledClass = byteCodeClass.toClass(sourceCode.getPackageNeighbour());,if (byteCodeClass != null ) compiledClass = byteCodeClass.toClass(sourceCode.getPackageNeighbour());
CloneableConverter.java,clone = cachedMethods.get(source.getClass());,if (cachedMethods != null ) clone = cachedMethods.get(source.getClass());
CloneableConverter.java,"description = ""builtin:"" + super.toString();","if (super != null ) description = ""builtin:"" + super.toString();"
DateToStringConverter.java,SimpleDateFormat formatter = dateFormats.get();,if (dateFormats != null ) SimpleDateFormat formatter = dateFormats.get();
FromStringConverter.java,return String.class == sourceType.getRawType() && destinationType.isConvertibleFromString();,if (destinationType != null ) return String.class == sourceType.getRawType() && destinationType.isConvertibleFromString();
PassThroughConverter.java,description = desc.toString();,if (desc != null ) description = desc.toString();
PassThroughConverter.java,"description = ""builtin:"" + super.toString();","if (super != null ) description = ""builtin:"" + super.toString();"
MapGenerationTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
MapGenerationTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
MapGenerationTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
MapGenerationTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
MapGenerationTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
MapGenerationTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
MapGenerationTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
MapGenerationTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
MapGenerationTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
Issue17TestCase.java,final MapperFacade facade = mapperFactory.getMapperFacade();,if (mapperFactory != null ) final MapperFacade facade = mapperFactory.getMapperFacade();
Issue17TestCase.java,List<String> convertedList = Arrays.asList(converted.getList());,if (Arrays != null ) List<String> convertedList = Arrays.asList(converted.getList());
Issue17TestCase.java,final MapperFacade facade = mapperFactory.getMapperFacade();,if (mapperFactory != null ) final MapperFacade facade = mapperFactory.getMapperFacade();
Issue17TestCase.java,final MapperFactory mapperFactory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) final MapperFactory mapperFactory = MappingUtil.getMapperFactory();
Issue17TestCase.java,final MapperFacade facade = mapperFactory.getMapperFacade();,if (mapperFactory != null ) final MapperFacade facade = mapperFactory.getMapperFacade();
Issue17TestCase.java,final MapperFacade facade = mapperFactory.getMapperFacade();,if (mapperFactory != null ) final MapperFacade facade = mapperFactory.getMapperFacade();
Issue17TestCase.java,final MapperFactory mapperFactory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) final MapperFactory mapperFactory = MappingUtil.getMapperFactory();
Issue17TestCase.java,final MapperFacade facade = mapperFactory.getMapperFacade();,if (mapperFactory != null ) final MapperFacade facade = mapperFactory.getMapperFacade();
JaxbElementTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
ConverterResolutionTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
PrimitiveConversionTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
MultiOccurrenceToMultiOccurrenceTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
MultiOccurrenceToMultiOccurrenceTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
MultiOccurrenceToMultiOccurrenceTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
MapGenerationTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
MapGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
MapGenerationTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
MapGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
MapGenerationTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
MapGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
MapGenerationTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
MapGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
MapGenerationTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
MapGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
MapGenerationTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
MapGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
MapGenerationTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
MapGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
MapGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
MapGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
TypeConverter.java,Type genericSuperclass = getClass().getGenericSuperclass();,if (getClass() != null ) Type genericSuperclass = getClass().getGenericSuperclass();
DateAndTimeConverters.java,Calendar c = Calendar.getInstance();,if (Calendar != null ) Calendar c = Calendar.getInstance();
BeanToMultiOccurrenceTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
BeanToMultiOccurrenceTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
BeanToMultiOccurrenceTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
JavassistCompilerStrategy.java,compiledClass = byteCodeClass.toClass();,if (byteCodeClass != null ) compiledClass = byteCodeClass.toClass();
ClassMapBuilder.java,Tracker tracker = Tracker.current();,if (Tracker != null ) Tracker tracker = Tracker.current();
ClassMapBuilder.java,Tracker tracker = Tracker.current();,if (Tracker != null ) Tracker tracker = Tracker.current();
Property.java,int result = name.hashCode();,if (name != null ) int result = name.hashCode();
DefaultMapperFactory.java,MapperKey parentKey = usedMappers.first();,if (usedMappers != null ) MapperKey parentKey = usedMappers.first();
CaseInsensitiveClassMapBuilder.java,String resolvedExpression = lowercaseProps.get(expr.toLowerCase());,if (lowercaseProps != null ) String resolvedExpression = lowercaseProps.get(expr.toLowerCase());
Issue141TestCase.java,Property[] path = np.getPath();,if (np != null ) Property[] path = np.getPath();
Issue141TestCase.java,String varRef = var.toString();,if (var != null ) String varRef = var.toString();
MapperFacadeImpl.java,sourceClass = item.getClass();,if (item != null ) sourceClass = item.getClass();
MapperFacadeImpl.java,keyClass = entry.getKey().getClass();,if (entry != null ) keyClass = entry.getKey().getClass();
MapperFacadeImpl.java,valueClass = entry.getValue().getClass();,if (entry != null ) valueClass = entry.getValue().getClass();
MapperFacadeImpl.java,entryClass = element.getClass();,if (element != null ) entryClass = element.getClass();
MapperFacadeImpl.java,entryClass = element.getClass();,if (element != null ) entryClass = element.getClass();
ExceptionUtility.java,"MappingException nme = newMappingException(e.getMessage(), e.getCause());","if (e != null ) MappingException nme = newMappingException(e.getMessage(), e.getCause());"
PropertyResolver.java,String typeName = type.toString();,if (type != null ) String typeName = type.toString();
ObjectFactoryGenerator.java,List<FieldMap> properties = constructorMapping.getMappedFields();,if (constructorMapping != null ) List<FieldMap> properties = constructorMapping.getMappedFields();
SourceCodeContext.java,Set<FieldMap> fieldMaps = new HashSet<FieldMap>(classMap.getFieldsMapping());,if (HashSet<FieldMap>(classMap != null ) Set<FieldMap> fieldMaps = new HashSet<FieldMap>(classMap.getFieldsMapping());
MultiOccurrenceToMultiOccurrence.java,Property sp = innermostElement(currentNode.value.getSource());,if (innermostElement(currentNode != null ) Property sp = innermostElement(currentNode.value.getSource());
MultiOccurrenceToMultiOccurrence.java,Property dp = innermostElement(currentNode.value.getDestination());,if (innermostElement(currentNode != null ) Property dp = innermostElement(currentNode.value.getDestination());
MultiOccurrenceToMultiOccurrence.java,dstName = currentNode.parent.elementRef.name();,if (currentNode != null ) dstName = currentNode.parent.elementRef.name();
MappingStrategyRecorder.java,unenhanceStrategy = NoOpUnenhancer.getInstance();,if (NoOpUnenhancer != null ) unenhanceStrategy = NoOpUnenhancer.getInstance();
SimpleConstructorResolverStrategy.java,FieldMap fieldMap = iter.next();,if (iter != null ) FieldMap fieldMap = iter.next();
SimpleConstructorResolverStrategy.java,String parameterName = fieldMap.getDestination().getName();,if (fieldMap != null ) String parameterName = fieldMap.getDestination().getName();
ConstructorMappingTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
Type.java,this.superType = resolveGenericAncestor(rawType.getGenericSuperclass());,if (resolveGenericAncestor(rawType != null ) this.superType = resolveGenericAncestor(rawType.getGenericSuperclass());
Type.java,componentType = TypeFactory.valueOf(rawType.getComponentType());,if (TypeFactory != null ) componentType = TypeFactory.valueOf(rawType.getComponentType());
Type.java,String thisChain = buildClassInheritanceChain(this).toString();,if (buildClassInheritanceChain(this) != null ) String thisChain = buildClassInheritanceChain(this).toString();
Type.java,String otherChain = buildClassInheritanceChain(other).toString();,if (buildClassInheritanceChain(other) != null ) String otherChain = buildClassInheritanceChain(other).toString();
PassThroughConverterTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
PassThroughConverterTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
PassThroughConverterTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
ArrayOrCollectionToArray.java,final VariableRef arrayVar = destination.elementRef(destination.name());,if (destination != null ) final VariableRef arrayVar = destination.elementRef(destination.name());
DefaultMapperFactory.java,this.contextFactory = new MappingContext.Factory();,if (MappingContext != null ) this.contextFactory = new MappingContext.Factory();
ScoringClassMapBuilder.java,Property owningProperty = entry.getValue();,if (entry != null ) Property owningProperty = entry.getValue();
ScoringClassMapBuilder.java,"String expression = entry.getKey() + ""."" + property.getKey();","if (property != null ) String expression = entry.getKey() + ""."" + property.getKey();"
DefaultMapperFactory.java,checkSourceType = checkSourceType.getSuperType();,if (checkSourceType != null ) checkSourceType = checkSourceType.getSuperType();
